"file"	"rel_file"	"line"	"block"	"token"	"text"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"2700"	"def _scen_mean"	"2024"	"""iech_proxy_mean_2015_2024"", ""scenario_s0_iech_or_proxy_mean_2026_2030"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"2729"	"def _scen_mean"	"2024"	"rr.get(""total_burn_ha_2015_2024"", """"),"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"2736"	"def _scen_mean"	"2024"	"ii.get(""IECH_mean_2015_2024"", """"),"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"2746"	"def _scen_mean"	"gfas"	"""OPERATIONAL_SMOKE_PROXY_ONLY_GFAS_ERA5_ROUTE"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"2746"	"def _scen_mean"	"GFAS"	"""OPERATIONAL_SMOKE_PROXY_ONLY_GFAS_ERA5_ROUTE"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"2746"	"def _scen_mean"	"era5"	"""OPERATIONAL_SMOKE_PROXY_ONLY_GFAS_ERA5_ROUTE"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"2746"	"def _scen_mean"	"ERA5"	"""OPERATIONAL_SMOKE_PROXY_ONLY_GFAS_ERA5_ROUTE"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"2890"	"def write_runtime_closure_decision_from_current_runtime"	"inputs_resolved"	"""qa/inputs_resolved.json"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"2892"	"def write_runtime_closure_decision_from_current_runtime"	"2024"	"""tables/IECH_unit_2015_2024.csv"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"2893"	"def write_runtime_closure_decision_from_current_runtime"	"smoke_days_unit_2015_2024"	"""tables/smoke_days_unit_2015_2024.csv"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"2893"	"def write_runtime_closure_decision_from_current_runtime"	"2024"	"""tables/smoke_days_unit_2015_2024.csv"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"2895"	"def write_runtime_closure_decision_from_current_runtime"	"2024"	"""tables/recurrence_unit_2015_2024.csv"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"2938"	"def run_qa_gate"	"NO-GO_SCIENTIFIC_THRESHOLD"	"# NO-GO_SCIENTIFIC_THRESHOLD"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"3024"	"def main"	"inputs_resolved"	"inputs_path = qa_dir / ""inputs_resolved.json"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"3034"	"def main"	"gfas"	"decoder_payload = decode_gfas_era5_gdal_proxy(Path(args.modulec_datos), qa_dir, report)"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"3034"	"def main"	"GFAS"	"decoder_payload = decode_gfas_era5_gdal_proxy(Path(args.modulec_datos), qa_dir, report)"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"3034"	"def main"	"era5"	"decoder_payload = decode_gfas_era5_gdal_proxy(Path(args.modulec_datos), qa_dir, report)"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"3034"	"def main"	"ERA5"	"decoder_payload = decode_gfas_era5_gdal_proxy(Path(args.modulec_datos), qa_dir, report)"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"3034"	"def main"	"gdal"	"decoder_payload = decode_gfas_era5_gdal_proxy(Path(args.modulec_datos), qa_dir, report)"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"3042"	"def main"	"gfas"	"write_gfas_era5_presence_audit(qa_dir, sources)"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"3042"	"def main"	"GFAS"	"write_gfas_era5_presence_audit(qa_dir, sources)"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"3042"	"def main"	"era5"	"write_gfas_era5_presence_audit(qa_dir, sources)"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"3042"	"def main"	"ERA5"	"write_gfas_era5_presence_audit(qa_dir, sources)"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"3043"	"def main"	"gfas"	"write_gfas_era5_decoder_audit("
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"3043"	"def main"	"GFAS"	"write_gfas_era5_decoder_audit("
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"3043"	"def main"	"era5"	"write_gfas_era5_decoder_audit("
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"3043"	"def main"	"ERA5"	"write_gfas_era5_decoder_audit("
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"3117"	"def main"	"smoke_day_score_nuts3_daily"	"smoke_daily_csv=tables_dir / ""smoke_day_score_nuts3_daily.csv"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"3118"	"def main"	"gfas"	"gfas_daily_summary_csv=qa_dir / ""gfas_pm2p5fire_portugal_daily_summary.csv"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"3118"	"def main"	"GFAS"	"gfas_daily_summary_csv=qa_dir / ""gfas_pm2p5fire_portugal_daily_summary.csv"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"3165"	"def main"	"inputs_resolved"	"out_dir / ""qa"" / ""inputs_resolved.json"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"3172"	"def main"	"2024"	"out_dir / ""tables"" / ""IECH_municipio_2015_2024.csv"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_preflight.py"	"pipeline\moduleC_preflight.py"	"142"	"def ensure_inputs_json"	"inputs_resolved"	"inputs_path = qa_dir / ""inputs_resolved.json"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_preflight.py"	"pipeline\moduleC_preflight.py"	"185"	"def ensure_inputs_json"	"inputs_resolved"	"report_lines.append(f""[{now_iso()}] inputs_resolved.json refreshed from catalog: {inputs_path}"")"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\qa_gate_v2.py"	"pipeline\qa_gate_v2.py"	"14"	"GLOBAL"	"2024"	"Path(""tables/IECH_unit_2015_2024.csv""),"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\qa_gate_v2.py"	"pipeline\qa_gate_v2.py"	"15"	"GLOBAL"	"smoke_days_unit_2015_2024"	"Path(""tables/smoke_days_unit_2015_2024.csv""),"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\qa_gate_v2.py"	"pipeline\qa_gate_v2.py"	"15"	"GLOBAL"	"2024"	"Path(""tables/smoke_days_unit_2015_2024.csv""),"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\qa_gate_v2.py"	"pipeline\qa_gate_v2.py"	"17"	"GLOBAL"	"2024"	"Path(""tables/recurrence_unit_2015_2024.csv""),"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\qa_gate_v2.py"	"pipeline\qa_gate_v2.py"	"28"	"GLOBAL"	"2024"	"Path(""tables/IECH_municipio_2015_2024.csv""),"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\qa_gate_v2.py"	"pipeline\qa_gate_v2.py"	"34"	"GLOBAL"	"2024"	"Path(""tables/IECH_unit_2015_2024.csv""),"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\qa_gate_v2.py"	"pipeline\qa_gate_v2.py"	"35"	"GLOBAL"	"smoke_days_unit_2015_2024"	"Path(""tables/smoke_days_unit_2015_2024.csv""),"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\qa_gate_v2.py"	"pipeline\qa_gate_v2.py"	"35"	"GLOBAL"	"2024"	"Path(""tables/smoke_days_unit_2015_2024.csv""),"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\qa_gate_v2.py"	"pipeline\qa_gate_v2.py"	"37"	"GLOBAL"	"2024"	"Path(""tables/recurrence_unit_2015_2024.csv""),"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\qa_gate_v2.py"	"pipeline\qa_gate_v2.py"	"147"	"def evaluate_output_root"	"2024"	"if not (output_root / ""tables/IECH_municipio_2015_2024.csv"").exists():"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\qa_gate_v2.py"	"pipeline\qa_gate_v2.py"	"252"	"def evaluate_output_root"	"inputs_resolved"	"inputs_json = output_root / ""qa/inputs_resolved.json"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\qa_gate_v2.py"	"pipeline\qa_gate_v2.py"	"255"	"def evaluate_output_root"	"inputs_resolved"	"notes.append(""inputs_resolved.json missing for canon traceability"")"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\qa_gate_v2.py"	"pipeline\qa_gate_v2.py"	"267"	"def evaluate_output_root"	"inputs_resolved"	"notes.append(""inputs_resolved.json meta missing objectives_canon_path/objectives_canon_sha256"")"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\qa_gate_v2.py"	"pipeline\qa_gate_v2.py"	"277"	"def evaluate_output_root"	"inputs_resolved"	"notes.append(""inputs_resolved.json meta missing smoke_route_selected/smoke_route_mode"")"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\qa_gate_v2.py"	"pipeline\qa_gate_v2.py"	"278"	"def evaluate_output_root"	"parquet"	"elif route_selected in (""BLOCKED_DECODER_REQUIRED"", ""v0_parquet_proxy_degraded"", ""NO-GO_SMOKE_ROUTE""):"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\qa_gate_v2.py"	"pipeline\qa_gate_v2.py"	"283"	"def evaluate_output_root"	"inputs_resolved"	"notes.append(f""could not parse inputs_resolved.json canon meta: {exc}"")"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\qa_gate_v2.py"	"pipeline\qa_gate_v2.py"	"286"	"def evaluate_output_root"	"NO-GO_SCIENTIFIC_THRESHOLD"	"# GO_WITH_PEER_REVIEWED_PROXY_PROTOCOL | GO_WITH_PORTUGUESE_AQ_ANCHORED_PROXY_PROTOCOL | NO-GO_SCIENTIFIC_THRESHOLD"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\qa_gate_v2.py"	"pipeline\qa_gate_v2.py"	"305"	"def evaluate_output_root"	"NO-GO_SCIENTIFIC_THRESHOLD"	"if ""NO-GO_SCIENTIFIC_THRESHOLD"" in sci_upper or ""NO_GO_SCIENTIFIC_THRESHOLD"" in sci_upper:"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\qa_gate_v2.py"	"pipeline\qa_gate_v2.py"	"307"	"def evaluate_output_root"	"NO-GO_SCIENTIFIC_THRESHOLD"	"notes.append(""scientific threshold gate reports NO-GO_SCIENTIFIC_THRESHOLD"")"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\run_preflight_bootstrap.py"	"pipeline\run_preflight_bootstrap.py"	"81"	"def init_qgis_and_processing"	"gdal"	"os.environ[""GDAL_DATA""] = r""C:\OSGeo4W64\apps\gdal\share\gdal"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"pipeline\scientific_threshold_gate.py"	"23"	"GLOBAL"	"2024"	"""DIRECTIVE_EU_2024_2881"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"pipeline\scientific_threshold_gate.py"	"24"	"GLOBAL"	"2024"	"""AQ_EU_2024_2881_2030_FRAMEWORK"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"pipeline\scientific_threshold_gate.py"	"33"	"GLOBAL"	"2024"	"""AQ_EU_2024_2881_2030_FRAMEWORK"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"pipeline\scientific_threshold_gate.py"	"38"	"GLOBAL"	"gfas"	"""GFAS_ERA5_PROXY_SMOKE_DAY_P60"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"pipeline\scientific_threshold_gate.py"	"38"	"GLOBAL"	"GFAS"	"""GFAS_ERA5_PROXY_SMOKE_DAY_P60"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"pipeline\scientific_threshold_gate.py"	"38"	"GLOBAL"	"era5"	"""GFAS_ERA5_PROXY_SMOKE_DAY_P60"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"pipeline\scientific_threshold_gate.py"	"38"	"GLOBAL"	"ERA5"	"""GFAS_ERA5_PROXY_SMOKE_DAY_P60"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"pipeline\scientific_threshold_gate.py"	"39"	"GLOBAL"	"gfas"	"""GFAS_ERA5_PROXY_INPUT_TRACE"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"pipeline\scientific_threshold_gate.py"	"39"	"GLOBAL"	"GFAS"	"""GFAS_ERA5_PROXY_INPUT_TRACE"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"pipeline\scientific_threshold_gate.py"	"39"	"GLOBAL"	"era5"	"""GFAS_ERA5_PROXY_INPUT_TRACE"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"pipeline\scientific_threshold_gate.py"	"39"	"GLOBAL"	"ERA5"	"""GFAS_ERA5_PROXY_INPUT_TRACE"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"pipeline\scientific_threshold_gate.py"	"156"	"def evaluate_smoke_spatial"	"smoke_days_unit_2015_2024"	"return ""BLOCKED_FOR_REQUIRED_VARIABLE"", ""smoke_days_unit_2015_2024.csv missing"", {}"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"pipeline\scientific_threshold_gate.py"	"156"	"def evaluate_smoke_spatial"	"2024"	"return ""BLOCKED_FOR_REQUIRED_VARIABLE"", ""smoke_days_unit_2015_2024.csv missing"", {}"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"pipeline\scientific_threshold_gate.py"	"159"	"def evaluate_smoke_spatial"	"smoke_days_unit_2015_2024"	"return ""BLOCKED_FOR_REQUIRED_VARIABLE"", ""smoke_days_unit_2015_2024.csv empty"", {}"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"pipeline\scientific_threshold_gate.py"	"159"	"def evaluate_smoke_spatial"	"2024"	"return ""BLOCKED_FOR_REQUIRED_VARIABLE"", ""smoke_days_unit_2015_2024.csv empty"", {}"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"pipeline\scientific_threshold_gate.py"	"182"	"def evaluate_iech_ranking"	"2024"	"return ""BLOCKED_FOR_REQUIRED_VARIABLE"", ""IECH_unit_2015_2024_mean.csv missing"", 0"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"pipeline\scientific_threshold_gate.py"	"186"	"def evaluate_iech_ranking"	"2024"	"v = safe_float(r.get(""IECH_mean_2015_2024""))"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"pipeline\scientific_threshold_gate.py"	"219"	"def evaluate_smoke_route_trace"	"inputs_resolved"	"return ""BLOCKED_FOR_REQUIRED_VARIABLE"", ""inputs_resolved.json missing"", """""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"pipeline\scientific_threshold_gate.py"	"223"	"def evaluate_smoke_route_trace"	"inputs_resolved"	"return ""BLOCKED_FOR_REQUIRED_VARIABLE"", f""inputs_resolved.json parse error: {exc}"", """""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"pipeline\scientific_threshold_gate.py"	"225"	"def evaluate_smoke_route_trace"	"inputs_resolved"	"return ""BLOCKED_FOR_REQUIRED_VARIABLE"", ""inputs_resolved.json is not an object"", """""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"pipeline\scientific_threshold_gate.py"	"232"	"def evaluate_smoke_route_trace"	"inputs_resolved"	"return ""BLOCKED_FOR_REQUIRED_VARIABLE"", ""smoke_route_selected missing in inputs_resolved meta"", """""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"pipeline\scientific_threshold_gate.py"	"234"	"def evaluate_smoke_route_trace"	"v0_gfas_era5_real"	"if route_selected in (""v1_moduleA_validated"", ""v0_gfas_era5_real""):"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"pipeline\scientific_threshold_gate.py"	"234"	"def evaluate_smoke_route_trace"	"gfas"	"if route_selected in (""v1_moduleA_validated"", ""v0_gfas_era5_real""):"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"pipeline\scientific_threshold_gate.py"	"234"	"def evaluate_smoke_route_trace"	"GFAS"	"if route_selected in (""v1_moduleA_validated"", ""v0_gfas_era5_real""):"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"pipeline\scientific_threshold_gate.py"	"234"	"def evaluate_smoke_route_trace"	"era5"	"if route_selected in (""v1_moduleA_validated"", ""v0_gfas_era5_real""):"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"pipeline\scientific_threshold_gate.py"	"234"	"def evaluate_smoke_route_trace"	"ERA5"	"if route_selected in (""v1_moduleA_validated"", ""v0_gfas_era5_real""):"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"pipeline\scientific_threshold_gate.py"	"236"	"def evaluate_smoke_route_trace"	"THRESHOLD_DEFINED_AS_INDEXED_METHOD"	"""THRESHOLD_DEFINED_AS_INDEXED_METHOD"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"pipeline\scientific_threshold_gate.py"	"246"	"def evaluate_smoke_route_trace"	"parquet"	"if route_selected == ""v0_parquet_proxy_degraded"":"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"pipeline\scientific_threshold_gate.py"	"267"	"def evaluate_population_cancellation"	"2024"	"return ""BLOCKED_FOR_REQUIRED_VARIABLE"", ""IECH_unit_2015_2024.csv missing"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"pipeline\scientific_threshold_gate.py"	"270"	"def evaluate_population_cancellation"	"2024"	"return ""BLOCKED_FOR_REQUIRED_VARIABLE"", ""IECH_unit_2015_2024.csv empty"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"pipeline\scientific_threshold_gate.py"	"286"	"def evaluate_population_cancellation"	"THRESHOLD_DEFINED_AS_INDEXED_METHOD"	"return ""THRESHOLD_DEFINED_AS_INDEXED_METHOD"", f""IECH differs from smoke_hours_equiv in {comparable - equal_rows}/{comparable} rows"""
