"file"	"rel_file"	"line"	"token"	"text"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"139"	"v0_gfas_era5_real"	"Monchique;Monchique;MUNICIPIO;143.81348358337112;5.992228482640463;4032.328388623294;4131.947454320885;19921.68298591352;3.0;4.0;HIGH;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;766585.0;10476.477759268451;6716.744354510221;13180066174.091024;HIGH_PRIORITY;""IECH_mean=143.81348358337112; recurrence=HIGH; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"139"	"GFAS"	"Monchique;Monchique;MUNICIPIO;143.81348358337112;5.992228482640463;4032.328388623294;4131.947454320885;19921.68298591352;3.0;4.0;HIGH;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;766585.0;10476.477759268451;6716.744354510221;13180066174.091024;HIGH_PRIORITY;""IECH_mean=143.81348358337112; recurrence=HIGH; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"139"	"ERA5"	"Monchique;Monchique;MUNICIPIO;143.81348358337112;5.992228482640463;4032.328388623294;4131.947454320885;19921.68298591352;3.0;4.0;HIGH;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;766585.0;10476.477759268451;6716.744354510221;13180066174.091024;HIGH_PRIORITY;""IECH_mean=143.81348358337112; recurrence=HIGH; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"139"	"SMOKE_ROUTE_BLOCKED"	"Monchique;Monchique;MUNICIPIO;143.81348358337112;5.992228482640463;4032.328388623294;4131.947454320885;19921.68298591352;3.0;4.0;HIGH;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;766585.0;10476.477759268451;6716.744354510221;13180066174.091024;HIGH_PRIORITY;""IECH_mean=143.81348358337112; recurrence=HIGH; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"139"	"BLOCKED_FOR_CAUSAL_CLAIM"	"Monchique;Monchique;MUNICIPIO;143.81348358337112;5.992228482640463;4032.328388623294;4131.947454320885;19921.68298591352;3.0;4.0;HIGH;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;766585.0;10476.477759268451;6716.744354510221;13180066174.091024;HIGH_PRIORITY;""IECH_mean=143.81348358337112; recurrence=HIGH; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"139"	"NO-GO_SCIENTIFIC_THRESHOLD"	"Monchique;Monchique;MUNICIPIO;143.81348358337112;5.992228482640463;4032.328388623294;4131.947454320885;19921.68298591352;3.0;4.0;HIGH;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;766585.0;10476.477759268451;6716.744354510221;13180066174.091024;HIGH_PRIORITY;""IECH_mean=143.81348358337112; recurrence=HIGH; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"140"	"v0_gfas_era5_real"	"Mondim de Basto;Mondim de Basto;MUNICIPIO;143.81348358337112;5.992228482640463;4128.527923294622;3593.1446485739843;2237.3649232230227;3.0;1.0;MED;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;1025802.0;976.6699886742358;943.1839350812143;1969389994.6961882;MEDIUM_PRIORITY;""IECH_mean=143.81348358337112; recurrence=MED; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"140"	"GFAS"	"Mondim de Basto;Mondim de Basto;MUNICIPIO;143.81348358337112;5.992228482640463;4128.527923294622;3593.1446485739843;2237.3649232230227;3.0;1.0;MED;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;1025802.0;976.6699886742358;943.1839350812143;1969389994.6961882;MEDIUM_PRIORITY;""IECH_mean=143.81348358337112; recurrence=MED; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"140"	"ERA5"	"Mondim de Basto;Mondim de Basto;MUNICIPIO;143.81348358337112;5.992228482640463;4128.527923294622;3593.1446485739843;2237.3649232230227;3.0;1.0;MED;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;1025802.0;976.6699886742358;943.1839350812143;1969389994.6961882;MEDIUM_PRIORITY;""IECH_mean=143.81348358337112; recurrence=MED; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"140"	"SMOKE_ROUTE_BLOCKED"	"Mondim de Basto;Mondim de Basto;MUNICIPIO;143.81348358337112;5.992228482640463;4128.527923294622;3593.1446485739843;2237.3649232230227;3.0;1.0;MED;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;1025802.0;976.6699886742358;943.1839350812143;1969389994.6961882;MEDIUM_PRIORITY;""IECH_mean=143.81348358337112; recurrence=MED; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"140"	"BLOCKED_FOR_CAUSAL_CLAIM"	"Mondim de Basto;Mondim de Basto;MUNICIPIO;143.81348358337112;5.992228482640463;4128.527923294622;3593.1446485739843;2237.3649232230227;3.0;1.0;MED;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;1025802.0;976.6699886742358;943.1839350812143;1969389994.6961882;MEDIUM_PRIORITY;""IECH_mean=143.81348358337112; recurrence=MED; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"140"	"NO-GO_SCIENTIFIC_THRESHOLD"	"Mondim de Basto;Mondim de Basto;MUNICIPIO;143.81348358337112;5.992228482640463;4128.527923294622;3593.1446485739843;2237.3649232230227;3.0;1.0;MED;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;1025802.0;976.6699886742358;943.1839350812143;1969389994.6961882;MEDIUM_PRIORITY;""IECH_mean=143.81348358337112; recurrence=MED; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"141"	"v0_gfas_era5_real"	"Monforte;Monforte;MUNICIPIO;143.81348358337112;5.992228482640463;1942.5383009507077;1687.563382290903;166.28554502585294;3.0;0.0;LOW;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;374561.0;112.11375644400975;13.59550958999988;47085788.39496468;MONITOR;""IECH_mean=143.81348358337112; recurrence=LOW; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"141"	"GFAS"	"Monforte;Monforte;MUNICIPIO;143.81348358337112;5.992228482640463;1942.5383009507077;1687.563382290903;166.28554502585294;3.0;0.0;LOW;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;374561.0;112.11375644400975;13.59550958999988;47085788.39496468;MONITOR;""IECH_mean=143.81348358337112; recurrence=LOW; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"141"	"ERA5"	"Monforte;Monforte;MUNICIPIO;143.81348358337112;5.992228482640463;1942.5383009507077;1687.563382290903;166.28554502585294;3.0;0.0;LOW;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;374561.0;112.11375644400975;13.59550958999988;47085788.39496468;MONITOR;""IECH_mean=143.81348358337112; recurrence=LOW; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"141"	"SMOKE_ROUTE_BLOCKED"	"Monforte;Monforte;MUNICIPIO;143.81348358337112;5.992228482640463;1942.5383009507077;1687.563382290903;166.28554502585294;3.0;0.0;LOW;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;374561.0;112.11375644400975;13.59550958999988;47085788.39496468;MONITOR;""IECH_mean=143.81348358337112; recurrence=LOW; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"141"	"BLOCKED_FOR_CAUSAL_CLAIM"	"Monforte;Monforte;MUNICIPIO;143.81348358337112;5.992228482640463;1942.5383009507077;1687.563382290903;166.28554502585294;3.0;0.0;LOW;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;374561.0;112.11375644400975;13.59550958999988;47085788.39496468;MONITOR;""IECH_mean=143.81348358337112; recurrence=LOW; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"141"	"NO-GO_SCIENTIFIC_THRESHOLD"	"Monforte;Monforte;MUNICIPIO;143.81348358337112;5.992228482640463;1942.5383009507077;1687.563382290903;166.28554502585294;3.0;0.0;LOW;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;374561.0;112.11375644400975;13.59550958999988;47085788.39496468;MONITOR;""IECH_mean=143.81348358337112; recurrence=LOW; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"142"	"v0_gfas_era5_real"	"Montalegre;Montalegre;MUNICIPIO;143.81348358337112;5.992228482640463;5628.426547216801;4914.589734196291;18603.6496783409;3.0;4.0;HIGH;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;2095356.0;1722.5534514299034;7949.59058784829;20266585045.5658;HIGH_PRIORITY;""IECH_mean=143.81348358337112; recurrence=HIGH; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"142"	"GFAS"	"Montalegre;Montalegre;MUNICIPIO;143.81348358337112;5.992228482640463;5628.426547216801;4914.589734196291;18603.6496783409;3.0;4.0;HIGH;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;2095356.0;1722.5534514299034;7949.59058784829;20266585045.5658;HIGH_PRIORITY;""IECH_mean=143.81348358337112; recurrence=HIGH; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"142"	"ERA5"	"Montalegre;Montalegre;MUNICIPIO;143.81348358337112;5.992228482640463;5628.426547216801;4914.589734196291;18603.6496783409;3.0;4.0;HIGH;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;2095356.0;1722.5534514299034;7949.59058784829;20266585045.5658;HIGH_PRIORITY;""IECH_mean=143.81348358337112; recurrence=HIGH; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"142"	"SMOKE_ROUTE_BLOCKED"	"Montalegre;Montalegre;MUNICIPIO;143.81348358337112;5.992228482640463;5628.426547216801;4914.589734196291;18603.6496783409;3.0;4.0;HIGH;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;2095356.0;1722.5534514299034;7949.59058784829;20266585045.5658;HIGH_PRIORITY;""IECH_mean=143.81348358337112; recurrence=HIGH; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"142"	"BLOCKED_FOR_CAUSAL_CLAIM"	"Montalegre;Montalegre;MUNICIPIO;143.81348358337112;5.992228482640463;5628.426547216801;4914.589734196291;18603.6496783409;3.0;4.0;HIGH;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;2095356.0;1722.5534514299034;7949.59058784829;20266585045.5658;HIGH_PRIORITY;""IECH_mean=143.81348358337112; recurrence=HIGH; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
